TIPO_ELEZIONI,ANNO,LISTA,ABS_RANK,TIPO_METRICA,VOTI,LBL_TIPO_METRICA,FLG_NOT_VALID
REGIONALI,1975,NULLE,13,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1975,UFD,14,PERC_VAL,0.02,Percentuale (su voti validi),0
REGIONALI,1975,UFD,14,VOTI_OTTENUTI,1452.0,Voti ottenuti,0
REGIONALI,1975,UFD,14,PERC_ASS,0.02,Percentuale (su aventi diritto),0
REGIONALI,1980,ELETTORI,1,VOTI_OTTENUTI,6647073.0,Voti ottenuti,1
REGIONALI,1980,ELETTORI,1,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1980,ELETTORI,1,PERC_ASS,100.0,Percentuale (su aventi diritto),1
REGIONALI,1980,VOTANTI,2,VOTI_OTTENUTI,6147154.0,Voti ottenuti,1
REGIONALI,1980,VOTANTI,2,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1980,VOTANTI,2,PERC_ASS,92.48,Percentuale (su aventi diritto),1
REGIONALI,1980,DC,3,VOTI_OTTENUTI,2240861.0,Voti ottenuti,0
REGIONALI,1980,DC,3,PERC_VAL,38.86,Percentuale (su voti validi),0
REGIONALI,1980,DC,3,PERC_ASS,33.71,Percentuale (su aventi diritto),0
REGIONALI,1980,PCI,4,VOTI_OTTENUTI,1623352.0,Voti ottenuti,0
REGIONALI,1980,PCI,4,PERC_VAL,28.15,Percentuale (su voti validi),0
REGIONALI,1980,PCI,4,PERC_ASS,24.42,Percentuale (su aventi diritto),0
REGIONALI,1980,PSI,5,VOTI_OTTENUTI,834111.0,Voti ottenuti,0
REGIONALI,1980,PSI,5,PERC_VAL,14.46,Percentuale (su voti validi),0
REGIONALI,1980,PSI,5,PERC_ASS,12.55,Percentuale (su aventi diritto),0
REGIONALI,1980,ASTENUTI,6,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1980,ASTENUTI,6,PERC_ASS,7.52,Percentuale (su aventi diritto),1
REGIONALI,1980,ASTENUTI,6,VOTI_OTTENUTI,499919.0,Voti ottenuti,1
REGIONALI,1980,PSDI,7,PERC_ASS,3.92,Percentuale (su aventi diritto),0
REGIONALI,1980,PSDI,7,VOTI_OTTENUTI,260611.0,Voti ottenuti,0
REGIONALI,1980,PSDI,7,PERC_VAL,4.52,Percentuale (su voti validi),0
REGIONALI,1980,MSI-DN,8,PERC_ASS,3.79,Percentuale (su aventi diritto),0
REGIONALI,1980,MSI-DN,8,VOTI_OTTENUTI,251745.0,Voti ottenuti,0
REGIONALI,1980,MSI-DN,8,PERC_VAL,4.37,Percentuale (su voti validi),0
REGIONALI,1980,BIANCHE,9,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1980,BIANCHE,9,PERC_ASS,3.52,Percentuale (su aventi diritto),1
REGIONALI,1980,BIANCHE,9,VOTI_OTTENUTI,233742.0,Voti ottenuti,1
REGIONALI,1980,PLI,10,PERC_ASS,2.97,Percentuale (su aventi diritto),0
REGIONALI,1980,PLI,10,PERC_VAL,3.42,Percentuale (su voti validi),0
REGIONALI,1980,PLI,10,VOTI_OTTENUTI,197301.0,Voti ottenuti,0
REGIONALI,1980,PRI,11,PERC_VAL,2.65,Percentuale (su voti validi),0
REGIONALI,1980,PRI,11,PERC_ASS,2.3,Percentuale (su aventi diritto),0
REGIONALI,1980,PRI,11,VOTI_OTTENUTI,152605.0,Voti ottenuti,0
REGIONALI,1980,NULLE,12,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1980,NULLE,12,PERC_ASS,2.2,Percentuale (su aventi diritto),1
REGIONALI,1980,NULLE,12,VOTI_OTTENUTI,146544.0,Voti ottenuti,1
REGIONALI,1980,DEM.PROL,13,PERC_VAL,1.68,Percentuale (su voti validi),0
REGIONALI,1980,DEM.PROL,13,VOTI_OTTENUTI,96882.0,Voti ottenuti,0
REGIONALI,1980,DEM.PROL,13,PERC_ASS,1.46,Percentuale (su aventi diritto),0
REGIONALI,1980,PDUP,14,PERC_ASS,1.3,Percentuale (su aventi diritto),0
REGIONALI,1980,PDUP,14,PERC_VAL,1.5,Percentuale (su voti validi),0
REGIONALI,1980,PDUP,14,VOTI_OTTENUTI,86631.0,Voti ottenuti,0
REGIONALI,1980,ASS.PER TRIESTE,15,PERC_ASS,0.15,Percentuale (su aventi diritto),0
REGIONALI,1980,ASS.PER TRIESTE,15,VOTI_OTTENUTI,10001.0,Voti ottenuti,0
REGIONALI,1980,ASS.PER TRIESTE,15,PERC_VAL,0.17,Percentuale (su voti validi),0
REGIONALI,1980,LISTA CIV.MENEGH,16,PERC_ASS,0.06,Percentuale (su aventi diritto),0
REGIONALI,1980,LISTA CIV.MENEGH,16,PERC_VAL,0.07,Percentuale (su voti validi),0
REGIONALI,1980,LISTA CIV.MENEGH,16,VOTI_OTTENUTI,3825.0,Voti ottenuti,0
REGIONALI,1980,PART.CRIST.AZ.SOC.,17,VOTI_OTTENUTI,2738.0,Voti ottenuti,0
REGIONALI,1980,PART.CRIST.AZ.SOC.,17,PERC_ASS,0.04,Percentuale (su aventi diritto),0
REGIONALI,1980,PART.CRIST.AZ.SOC.,17,PERC_VAL,0.05,Percentuale (su voti validi),0
REGIONALI,1980,LEGA COM.RIV.,18,PERC_ASS,0.04,Percentuale (su aventi diritto),0
REGIONALI,1980,LEGA COM.RIV.,18,PERC_VAL,0.04,Percentuale (su voti validi),0
REGIONALI,1980,LEGA COM.RIV.,18,VOTI_OTTENUTI,2590.0,Voti ottenuti,0
REGIONALI,1980,POE,19,PERC_ASS,0.04,Percentuale (su aventi diritto),0
REGIONALI,1980,POE,19,VOTI_OTTENUTI,2529.0,Voti ottenuti,0
REGIONALI,1980,POE,19,PERC_VAL,0.04,Percentuale (su voti validi),0
REGIONALI,1980,LEGA SOC.RIV.,20,PERC_VAL,0.02,Percentuale (su voti validi),0
REGIONALI,1980,LEGA SOC.RIV.,20,VOTI_OTTENUTI,1086.0,Voti ottenuti,0
REGIONALI,1980,LEGA SOC.RIV.,20,PERC_ASS,0.02,Percentuale (su aventi diritto),0
REGIONALI,1985,ELETTORI,1,VOTI_OTTENUTI,6950380.0,Voti ottenuti,1
REGIONALI,1985,ELETTORI,1,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1985,ELETTORI,1,PERC_ASS,100.0,Percentuale (su aventi diritto),1
REGIONALI,1985,VOTANTI,2,VOTI_OTTENUTI,6450360.0,Voti ottenuti,1
REGIONALI,1985,VOTANTI,2,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1985,VOTANTI,2,PERC_ASS,92.81,Percentuale (su aventi diritto),1
REGIONALI,1985,DC,3,VOTI_OTTENUTI,2204685.0,Voti ottenuti,0
REGIONALI,1985,DC,3,PERC_VAL,36.03,Percentuale (su voti validi),0
REGIONALI,1985,DC,3,PERC_ASS,31.72,Percentuale (su aventi diritto),0
REGIONALI,1985,PCI,4,VOTI_OTTENUTI,1632676.0,Voti ottenuti,0
REGIONALI,1985,PCI,4,PERC_VAL,26.68,Percentuale (su voti validi),0
REGIONALI,1985,PCI,4,PERC_ASS,23.49,Percentuale (su aventi diritto),0
REGIONALI,1985,PSI,5,VOTI_OTTENUTI,941395.0,Voti ottenuti,0
REGIONALI,1985,PSI,5,PERC_VAL,15.38,Percentuale (su voti validi),0
REGIONALI,1985,PSI,5,PERC_ASS,13.54,Percentuale (su aventi diritto),0
REGIONALI,1985,ASTENUTI,6,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1985,ASTENUTI,6,PERC_ASS,7.19,Percentuale (su aventi diritto),1
REGIONALI,1985,ASTENUTI,6,VOTI_OTTENUTI,500020.0,Voti ottenuti,1
REGIONALI,1985,MSI-DN,7,PERC_ASS,5.24,Percentuale (su aventi diritto),0
REGIONALI,1985,MSI-DN,7,VOTI_OTTENUTI,363918.0,Voti ottenuti,0
REGIONALI,1985,MSI-DN,7,PERC_VAL,5.95,Percentuale (su voti validi),0
REGIONALI,1985,PRI,8,PERC_ASS,4.22,Percentuale (su aventi diritto),0
REGIONALI,1985,PRI,8,VOTI_OTTENUTI,293359.0,Voti ottenuti,0
REGIONALI,1985,PRI,8,PERC_VAL,4.79,Percentuale (su voti validi),0
REGIONALI,1985,BIANCHE,9,PERC_ASS,2.67,Percentuale (su aventi diritto),1
REGIONALI,1985,BIANCHE,9,VOTI_OTTENUTI,185726.0,Voti ottenuti,1
REGIONALI,1985,BIANCHE,9,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1985,PSDI,10,PERC_ASS,2.46,Percentuale (su aventi diritto),0
REGIONALI,1985,PSDI,10,PERC_VAL,2.79,Percentuale (su voti validi),0
REGIONALI,1985,PSDI,10,VOTI_OTTENUTI,170763.0,Voti ottenuti,0
REGIONALI,1985,LISTA VERDE,11,PERC_VAL,2.4,Percentuale (su voti validi),0
REGIONALI,1985,LISTA VERDE,11,PERC_ASS,2.11,Percentuale (su aventi diritto),0
REGIONALI,1985,LISTA VERDE,11,VOTI_OTTENUTI,146835.0,Voti ottenuti,0
REGIONALI,1985,NULLE,12,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1985,NULLE,12,PERC_ASS,2.09,Percentuale (su aventi diritto),1
REGIONALI,1985,NULLE,12,VOTI_OTTENUTI,145287.0,Voti ottenuti,1
REGIONALI,1985,PLI,13,PERC_VAL,2.35,Percentuale (su voti validi),0
REGIONALI,1985,PLI,13,PERC_ASS,2.07,Percentuale (su aventi diritto),0
REGIONALI,1985,PLI,13,VOTI_OTTENUTI,143641.0,Voti ottenuti,0
REGIONALI,1985,DEM.PROL,14,PERC_VAL,2.24,Percentuale (su voti validi),0
REGIONALI,1985,DEM.PROL,14,PERC_ASS,1.97,Percentuale (su aventi diritto),0
REGIONALI,1985,DEM.PROL,14,VOTI_OTTENUTI,136781.0,Voti ottenuti,0
REGIONALI,1985,PART.NAZ.PENS.,15,PERC_ASS,0.47,Percentuale (su aventi diritto),0
REGIONALI,1985,PART.NAZ.PENS.,15,VOTI_OTTENUTI,32945.0,Voti ottenuti,0
REGIONALI,1985,PART.NAZ.PENS.,15,PERC_VAL,0.54,Percentuale (su voti validi),0
REGIONALI,1985,LIGA VENETA,16,VOTI_OTTENUTI,28074.0,Voti ottenuti,0
REGIONALI,1985,LIGA VENETA,16,PERC_VAL,0.46,Percentuale (su voti validi),0
REGIONALI,1985,LIGA VENETA,16,PERC_ASS,0.4,Percentuale (su aventi diritto),0
REGIONALI,1985,UV-PD-UPAP-ECOL.,17,VOTI_OTTENUTI,15475.0,Voti ottenuti,0
REGIONALI,1985,UV-PD-UPAP-ECOL.,17,PERC_VAL,0.25,Percentuale (su voti validi),0
REGIONALI,1985,UV-PD-UPAP-ECOL.,17,PERC_ASS,0.22,Percentuale (su aventi diritto),0
REGIONALI,1985,PART.UMANISTA,18,VOTI_OTTENUTI,4448.0,Voti ottenuti,0
REGIONALI,1985,PART.UMANISTA,18,PERC_VAL,0.07,Percentuale (su voti validi),0
REGIONALI,1985,PART.UMANISTA,18,PERC_ASS,0.06,Percentuale (su aventi diritto),0
REGIONALI,1985,PART.MON.NAZ.,19,VOTI_OTTENUTI,4352.0,Voti ottenuti,0
REGIONALI,1985,PART.MON.NAZ.,19,PERC_VAL,0.07,Percentuale (su voti validi),0
REGIONALI,1985,PART.MON.NAZ.,19,PERC_ASS,0.06,Percentuale (su aventi diritto),0
REGIONALI,1990,ELETTORI,1,VOTI_OTTENUTI,7258354.0,Voti ottenuti,1
REGIONALI,1990,ELETTORI,1,PERC_ASS,100.0,Percentuale (su aventi diritto),1
REGIONALI,1990,ELETTORI,1,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1990,VOTANTI,2,VOTI_OTTENUTI,6620304.0,Voti ottenuti,1
REGIONALI,1990,VOTANTI,2,PERC_ASS,91.21,Percentuale (su aventi diritto),1
REGIONALI,1990,VOTANTI,2,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1990,DC,3,VOTI_OTTENUTI,1784634.0,Voti ottenuti,0
REGIONALI,1990,DC,3,PERC_ASS,24.59,Percentuale (su aventi diritto),0
REGIONALI,1990,DC,3,PERC_VAL,28.56,Percentuale (su voti validi),0
REGIONALI,1990,LEGA LOMBARDA,4,PERC_ASS,16.31,Percentuale (su aventi diritto),0
REGIONALI,1990,LEGA LOMBARDA,4,PERC_VAL,18.94,Percentuale (su voti validi),0
REGIONALI,1990,LEGA LOMBARDA,4,VOTI_OTTENUTI,1183493.0,Voti ottenuti,0
REGIONALI,1990,PCI,5,PERC_VAL,18.76,Percentuale (su voti validi),0
REGIONALI,1990,PCI,5,VOTI_OTTENUTI,1172059.0,Voti ottenuti,0
REGIONALI,1990,PCI,5,PERC_ASS,16.15,Percentuale (su aventi diritto),0
REGIONALI,1990,PSI,6,PERC_VAL,14.29,Percentuale (su voti validi),0
REGIONALI,1990,PSI,6,VOTI_OTTENUTI,892998.0,Voti ottenuti,0
REGIONALI,1990,PSI,6,PERC_ASS,12.3,Percentuale (su aventi diritto),0
REGIONALI,1990,ASTENUTI,7,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1990,ASTENUTI,7,PERC_ASS,8.79,Percentuale (su aventi diritto),1
REGIONALI,1990,ASTENUTI,7,VOTI_OTTENUTI,638050.0,Voti ottenuti,1
REGIONALI,1990,LISTA VERDE,8,PERC_ASS,2.94,Percentuale (su aventi diritto),0
REGIONALI,1990,LISTA VERDE,8,VOTI_OTTENUTI,213529.0,Voti ottenuti,0
REGIONALI,1990,LISTA VERDE,8,PERC_VAL,3.42,Percentuale (su voti validi),0
REGIONALI,1990,BIANCHE,9,PERC_ASS,2.59,Percentuale (su aventi diritto),1
REGIONALI,1990,BIANCHE,9,VOTI_OTTENUTI,188011.0,Voti ottenuti,1
REGIONALI,1990,BIANCHE,9,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1990,NULLE,10,PERC_ASS,2.54,Percentuale (su aventi diritto),1
REGIONALI,1990,NULLE,10,VOTI_OTTENUTI,184315.0,Voti ottenuti,1
REGIONALI,1990,NULLE,10,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1990,PRI,11,PERC_ASS,2.22,Percentuale (su aventi diritto),0
REGIONALI,1990,PRI,11,VOTI_OTTENUTI,160985.0,Voti ottenuti,0
REGIONALI,1990,PRI,11,PERC_VAL,2.58,Percentuale (su voti validi),0
REGIONALI,1990,MSI-DN,12,PERC_ASS,2.19,Percentuale (su aventi diritto),0
REGIONALI,1990,MSI-DN,12,PERC_VAL,2.54,Percentuale (su voti validi),0
REGIONALI,1990,MSI-DN,12,VOTI_OTTENUTI,158614.0,Voti ottenuti,0
REGIONALI,1990,PARTITO PENSIONATI,13,PERC_VAL,1.82,Percentuale (su voti validi),0
REGIONALI,1990,PARTITO PENSIONATI,13,VOTI_OTTENUTI,114016.0,Voti ottenuti,0
REGIONALI,1990,PARTITO PENSIONATI,13,PERC_ASS,1.57,Percentuale (su aventi diritto),0
REGIONALI,1990,VERDI ARCOBALENO,14,PERC_VAL,1.82,Percentuale (su voti validi),0
REGIONALI,1990,VERDI ARCOBALENO,14,VOTI_OTTENUTI,113824.0,Voti ottenuti,0
REGIONALI,1990,VERDI ARCOBALENO,14,PERC_ASS,1.57,Percentuale (su aventi diritto),0
REGIONALI,1990,PSDI,15,VOTI_OTTENUTI,103188.0,Voti ottenuti,0
REGIONALI,1990,PSDI,15,PERC_ASS,1.42,Percentuale (su aventi diritto),0
REGIONALI,1990,PSDI,15,PERC_VAL,1.65,Percentuale (su voti validi),0
REGIONALI,1990,PLI,16,PERC_ASS,1.22,Percentuale (su aventi diritto),0
REGIONALI,1990,PLI,16,PERC_VAL,1.41,Percentuale (su voti validi),0
REGIONALI,1990,PLI,16,VOTI_OTTENUTI,88308.0,Voti ottenuti,0
REGIONALI,1990,ALLEANZA LOMBARDA AUTONOMIA,17,PERC_ASS,1.05,Percentuale (su aventi diritto),0
REGIONALI,1990,ALLEANZA LOMBARDA AUTONOMIA,17,PERC_VAL,1.22,Percentuale (su voti validi),0
REGIONALI,1990,ALLEANZA LOMBARDA AUTONOMIA,17,VOTI_OTTENUTI,76516.0,Voti ottenuti,0
REGIONALI,1990,DEM.PROL,18,PERC_ASS,1.01,Percentuale (su aventi diritto),0
REGIONALI,1990,DEM.PROL,18,VOTI_OTTENUTI,73451.0,Voti ottenuti,0
REGIONALI,1990,DEM.PROL,18,PERC_VAL,1.18,Percentuale (su voti validi),0
REGIONALI,1990,L.ANTIPROIB.DROGA,19,VOTI_OTTENUTI,62356.0,Voti ottenuti,0
REGIONALI,1990,L.ANTIPROIB.DROGA,19,PERC_VAL,1.0,Percentuale (su voti validi),0
REGIONALI,1990,L.ANTIPROIB.DROGA,19,PERC_ASS,0.86,Percentuale (su aventi diritto),0
REGIONALI,1990,CPA,20,VOTI_OTTENUTI,18834.0,Voti ottenuti,0
REGIONALI,1990,CPA,20,PERC_VAL,0.3,Percentuale (su voti validi),0
REGIONALI,1990,CPA,20,PERC_ASS,0.26,Percentuale (su aventi diritto),0
REGIONALI,1990,LISTA ECOLOGICA,21,VOTI_OTTENUTI,14774.0,Voti ottenuti,0
REGIONALI,1990,LISTA ECOLOGICA,21,PERC_VAL,0.24,Percentuale (su voti validi),0
REGIONALI,1990,LISTA ECOLOGICA,21,PERC_ASS,0.2,Percentuale (su aventi diritto),0
REGIONALI,1990,LEGA MERID.D'IT.,22,VOTI_OTTENUTI,11199.0,Voti ottenuti,0
REGIONALI,1990,LEGA MERID.D'IT.,22,PERC_VAL,0.18,Percentuale (su voti validi),0
REGIONALI,1990,LEGA MERID.D'IT.,22,PERC_ASS,0.15,Percentuale (su aventi diritto),0
REGIONALI,1990,MOV.NAZ.IT.CACC.,23,VOTI_OTTENUTI,5200.0,Voti ottenuti,0
REGIONALI,1990,MOV.NAZ.IT.CACC.,23,PERC_VAL,0.08,Percentuale (su voti validi),0
REGIONALI,1990,MOV.NAZ.IT.CACC.,23,PERC_ASS,0.07,Percentuale (su aventi diritto),0
REGIONALI,1995,ELETTORI,1,VOTI_OTTENUTI,7506256.0,Voti ottenuti,1
REGIONALI,1995,ELETTORI,1,PERC_ASS,100.0,Percentuale (su aventi diritto),1
REGIONALI,1995,ELETTORI,1,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1995,VOTANTI,2,VOTI_OTTENUTI,6323049.0,Voti ottenuti,1
REGIONALI,1995,VOTANTI,2,PERC_ASS,84.24,Percentuale (su aventi diritto),1
REGIONALI,1995,VOTANTI,2,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1995,FORZA IT.-POLO POP.,3,VOTI_OTTENUTI,1455706.0,Voti ottenuti,0
REGIONALI,1995,FORZA IT.-POLO POP.,3,PERC_ASS,19.39,Percentuale (su aventi diritto),0
REGIONALI,1995,FORZA IT.-POLO POP.,3,PERC_VAL,25.05,Percentuale (su voti validi),0
REGIONALI,1995,ASTENUTI,4,VOTI_OTTENUTI,1183207.0,Voti ottenuti,1
REGIONALI,1995,ASTENUTI,4,PERC_ASS,15.76,Percentuale (su aventi diritto),1
REGIONALI,1995,ASTENUTI,4,PERC_VAL,,Percentuale (su voti validi),1
REGIONALI,1995,LEGA NORD,5,PERC_ASS,11.71,Percentuale (su aventi diritto),0
REGIONALI,1995,LEGA NORD,5,PERC_VAL,15.13,Percentuale (su voti validi),0
REGIONALI,1995,LEGA NORD,5,VOTI_OTTENUTI,879139.0,Voti ottenuti,0
REGIONALI,1995,PDS,6,PERC_VAL,14.13,Percentuale (su voti validi),0
REGIONALI,1995,PDS,6,VOTI_OTTENUTI,821280.0,Voti ottenuti,0
REGIONALI,1995,PDS,6,PERC_ASS,10.94,Percentuale (su aventi diritto),0
REGIONALI,1995,ALLEANZA NAZIONALE,7,PERC_VAL,8.55,Percentuale (su voti validi),0
REGIONALI,1995,ALLEANZA NAZIONALE,7,VOTI_OTTENUTI,496939.0,Voti ottenuti,0
REGIONALI,1995,ALLEANZA NAZIONALE,7,PERC_ASS,6.62,Percentuale (su aventi diritto),0
