TIPO_ELEZIONI,ANNO,LISTA,ABS_RANK,TIPO_METRICA,VOTI,LBL_TIPO_METRICA,FLG_NOT_VALID
NAZIONALI,1948,UN.SOCIAL.INDIP.,33,PERC_ASS,0.01,Percentuale (su aventi diritto),0
NAZIONALI,1948,UN.SOCIAL.INDIP.,33,PERC_VAL,0.01,Percentuale (su voti validi),0
NAZIONALI,1948,RAGGRUP.POP.ITALIANO,34,VOTI_OTTENUTI,2191.0,Voti ottenuti,0
NAZIONALI,1948,RAGGRUP.POP.ITALIANO,34,PERC_VAL,0.01,Percentuale (su voti validi),0
NAZIONALI,1948,RAGGRUP.POP.ITALIANO,34,PERC_ASS,0.01,Percentuale (su aventi diritto),0
NAZIONALI,1948,FR.UN.ANTICOM.RIS.N.,35,PERC_ASS,0.01,Percentuale (su aventi diritto),0
NAZIONALI,1948,FR.UN.ANTICOM.RIS.N.,35,VOTI_OTTENUTI,2091.0,Voti ottenuti,0
NAZIONALI,1948,FR.UN.ANTICOM.RIS.N.,35,PERC_VAL,0.01,Percentuale (su voti validi),0
NAZIONALI,1948,MAGLIO,36,PERC_VAL,0.01,Percentuale (su voti validi),0
NAZIONALI,1948,MAGLIO,36,PERC_ASS,0.01,Percentuale (su aventi diritto),0
NAZIONALI,1948,MAGLIO,36,VOTI_OTTENUTI,1642.0,Voti ottenuti,0
NAZIONALI,1948,CONF.IT.LIBERI SIND.,37,PERC_VAL,0.01,Percentuale (su voti validi),0
NAZIONALI,1948,CONF.IT.LIBERI SIND.,37,PERC_ASS,0.01,Percentuale (su aventi diritto),0
NAZIONALI,1948,CONF.IT.LIBERI SIND.,37,VOTI_OTTENUTI,1531.0,Voti ottenuti,0
NAZIONALI,1948,M.NAZ.SIN.DAN.GUERRA,38,PERC_ASS,0.0,Percentuale (su aventi diritto),0
NAZIONALI,1948,M.NAZ.SIN.DAN.GUERRA,38,VOTI_OTTENUTI,1179.0,Voti ottenuti,0
NAZIONALI,1948,M.NAZ.SIN.DAN.GUERRA,38,PERC_VAL,0.0,Percentuale (su voti validi),0
NAZIONALI,1948,LEGA SARDA,39,PERC_ASS,0.0,Percentuale (su aventi diritto),0
NAZIONALI,1948,LEGA SARDA,39,VOTI_OTTENUTI,1117.0,Voti ottenuti,0
NAZIONALI,1948,LEGA SARDA,39,PERC_VAL,0.0,Percentuale (su voti validi),0
NAZIONALI,1948,M.CAT.IND.PAX JUSTIT,40,PERC_ASS,0.0,Percentuale (su aventi diritto),0
NAZIONALI,1948,M.CAT.IND.PAX JUSTIT,40,VOTI_OTTENUTI,961.0,Voti ottenuti,0
NAZIONALI,1948,M.CAT.IND.PAX JUSTIT,40,PERC_VAL,0.0,Percentuale (su voti validi),0
NAZIONALI,1948,P.ESISTENZIALISTA IT,41,PERC_VAL,0.0,Percentuale (su voti validi),0
NAZIONALI,1948,P.ESISTENZIALISTA IT,41,VOTI_OTTENUTI,816.0,Voti ottenuti,0
NAZIONALI,1948,P.ESISTENZIALISTA IT,41,PERC_ASS,0.0,Percentuale (su aventi diritto),0
NAZIONALI,1953,ELETTORI,1,VOTI_OTTENUTI,30272236.0,Voti ottenuti,1
NAZIONALI,1953,ELETTORI,1,PERC_ASS,100.0,Percentuale (su aventi diritto),1
NAZIONALI,1953,ELETTORI,1,PERC_VAL,,Percentuale (su voti validi),1
NAZIONALI,1953,VOTANTI,2,VOTI_OTTENUTI,28406479.0,Voti ottenuti,1
NAZIONALI,1953,VOTANTI,2,PERC_ASS,93.84,Percentuale (su aventi diritto),1
NAZIONALI,1953,VOTANTI,2,PERC_VAL,,Percentuale (su voti validi),1
NAZIONALI,1953,DC,3,VOTI_OTTENUTI,10862073.0,Voti ottenuti,0
NAZIONALI,1953,DC,3,PERC_ASS,35.88,Percentuale (su aventi diritto),0
NAZIONALI,1953,DC,3,PERC_VAL,40.1,Percentuale (su voti validi),0
NAZIONALI,1953,PCI,4,VOTI_OTTENUTI,6120809.0,Voti ottenuti,0
NAZIONALI,1953,PCI,4,PERC_ASS,20.22,Percentuale (su aventi diritto),0
NAZIONALI,1953,PCI,4,PERC_VAL,22.6,Percentuale (su voti validi),0
NAZIONALI,1953,PSI,5,VOTI_OTTENUTI,3441014.0,Voti ottenuti,0
NAZIONALI,1953,PSI,5,PERC_ASS,11.37,Percentuale (su aventi diritto),0
NAZIONALI,1953,PSI,5,PERC_VAL,12.7,Percentuale (su voti validi),0
NAZIONALI,1953,ASTENUTI,6,PERC_ASS,6.16,Percentuale (su aventi diritto),1
NAZIONALI,1953,ASTENUTI,6,PERC_VAL,,Percentuale (su voti validi),1
NAZIONALI,1953,ASTENUTI,6,VOTI_OTTENUTI,1865757.0,Voti ottenuti,1
NAZIONALI,1953,P.NAZ.MONARCHICO,7,PERC_VAL,6.85,Percentuale (su voti validi),0
NAZIONALI,1953,P.NAZ.MONARCHICO,7,VOTI_OTTENUTI,1854850.0,Voti ottenuti,0
NAZIONALI,1953,P.NAZ.MONARCHICO,7,PERC_ASS,6.13,Percentuale (su aventi diritto),0
NAZIONALI,1953,MSI,8,PERC_VAL,5.84,Percentuale (su voti validi),0
NAZIONALI,1953,MSI,8,VOTI_OTTENUTI,1582154.0,Voti ottenuti,0
NAZIONALI,1953,MSI,8,PERC_ASS,5.23,Percentuale (su aventi diritto),0
NAZIONALI,1953,PSDI,9,PERC_VAL,4.51,Percentuale (su voti validi),0
NAZIONALI,1953,PSDI,9,VOTI_OTTENUTI,1222957.0,Voti ottenuti,0
NAZIONALI,1953,PSDI,9,PERC_ASS,4.04,Percentuale (su aventi diritto),0
NAZIONALI,1953,NULLE,10,PERC_VAL,,Percentuale (su voti validi),1
NAZIONALI,1953,NULLE,10,PERC_ASS,2.93,Percentuale (su aventi diritto),1
NAZIONALI,1953,NULLE,10,VOTI_OTTENUTI,887890.0,Voti ottenuti,1
NAZIONALI,1953,PLI,11,PERC_ASS,2.7,Percentuale (su aventi diritto),0
NAZIONALI,1953,PLI,11,PERC_VAL,3.01,Percentuale (su voti validi),0
NAZIONALI,1953,PLI,11,VOTI_OTTENUTI,815929.0,Voti ottenuti,0
NAZIONALI,1953,PRI,12,PERC_ASS,1.45,Percentuale (su aventi diritto),0
NAZIONALI,1953,PRI,12,PERC_VAL,1.62,Percentuale (su voti validi),0
NAZIONALI,1953,PRI,12,VOTI_OTTENUTI,438149.0,Voti ottenuti,0
NAZIONALI,1953,BIANCHE,13,PERC_ASS,1.42,Percentuale (su aventi diritto),1
NAZIONALI,1953,BIANCHE,13,PERC_VAL,,Percentuale (su voti validi),1
NAZIONALI,1953,BIANCHE,13,VOTI_OTTENUTI,430888.0,Voti ottenuti,1
NAZIONALI,1953,UN.SOCIAL.INDIP.,14,PERC_ASS,0.74,Percentuale (su aventi diritto),0
NAZIONALI,1953,UN.SOCIAL.INDIP.,14,PERC_VAL,0.83,Percentuale (su voti validi),0
NAZIONALI,1953,UN.SOCIAL.INDIP.,14,VOTI_OTTENUTI,225409.0,Voti ottenuti,0
NAZIONALI,1953,UNITA'POPOLARE,15,PERC_ASS,0.57,Percentuale (su aventi diritto),0
NAZIONALI,1953,UNITA'POPOLARE,15,PERC_VAL,0.63,Percentuale (su voti validi),0
NAZIONALI,1953,UNITA'POPOLARE,15,VOTI_OTTENUTI,171099.0,Voti ottenuti,0
NAZIONALI,1953,PPST,16,VOTI_OTTENUTI,122474.0,Voti ottenuti,0
NAZIONALI,1953,PPST,16,PERC_ASS,0.4,Percentuale (su aventi diritto),0
NAZIONALI,1953,PPST,16,PERC_VAL,0.45,Percentuale (su voti validi),0
NAZIONALI,1953,ALL.DEMOC.NAZIONALE,17,VOTI_OTTENUTI,120685.0,Voti ottenuti,0
NAZIONALI,1953,ALL.DEMOC.NAZIONALE,17,PERC_ASS,0.4,Percentuale (su aventi diritto),0
NAZIONALI,1953,ALL.DEMOC.NAZIONALE,17,PERC_VAL,0.45,Percentuale (su voti validi),0
NAZIONALI,1953,PS D'AZ.,18,VOTI_OTTENUTI,27231.0,Voti ottenuti,0
NAZIONALI,1953,PS D'AZ.,18,PERC_VAL,0.1,Percentuale (su voti validi),0
NAZIONALI,1953,PS D'AZ.,18,PERC_ASS,0.09,Percentuale (su aventi diritto),0
NAZIONALI,1953,IND.SIN.,19,PERC_ASS,0.07,Percentuale (su aventi diritto),0
NAZIONALI,1953,IND.SIN.,19,PERC_VAL,0.08,Percentuale (su voti validi),0
NAZIONALI,1953,IND.SIN.,19,VOTI_OTTENUTI,21920.0,Voti ottenuti,0
NAZIONALI,1953,CENTRO POLITICO IT.,20,PERC_VAL,0.05,Percentuale (su voti validi),0
NAZIONALI,1953,CENTRO POLITICO IT.,20,PERC_ASS,0.05,Percentuale (su aventi diritto),0
NAZIONALI,1953,CENTRO POLITICO IT.,20,VOTI_OTTENUTI,14493.0,Voti ottenuti,0
NAZIONALI,1953,P.MONARCHICO NAZ.IT.,21,VOTI_OTTENUTI,8089.0,Voti ottenuti,0
NAZIONALI,1953,P.MONARCHICO NAZ.IT.,21,PERC_VAL,0.03,Percentuale (su voti validi),0
NAZIONALI,1953,P.MONARCHICO NAZ.IT.,21,PERC_ASS,0.03,Percentuale (su aventi diritto),0
NAZIONALI,1953,LISTA MONARCHICA,22,PERC_ASS,0.02,Percentuale (su aventi diritto),0
NAZIONALI,1953,LISTA MONARCHICA,22,VOTI_OTTENUTI,6759.0,Voti ottenuti,0
NAZIONALI,1953,LISTA MONARCHICA,22,PERC_VAL,0.02,Percentuale (su voti validi),0
NAZIONALI,1953,UN.NAZ.DEM.IMP.PUB.,23,VOTI_OTTENUTI,6581.0,Voti ottenuti,0
NAZIONALI,1953,UN.NAZ.DEM.IMP.PUB.,23,PERC_VAL,0.02,Percentuale (su voti validi),0
NAZIONALI,1953,UN.NAZ.DEM.IMP.PUB.,23,PERC_ASS,0.02,Percentuale (su aventi diritto),0
NAZIONALI,1953,P.NETTISTA ITALIANO,24,VOTI_OTTENUTI,4305.0,Voti ottenuti,0
NAZIONALI,1953,P.NETTISTA ITALIANO,24,PERC_VAL,0.02,Percentuale (su voti validi),0
NAZIONALI,1953,P.NETTISTA ITALIANO,24,PERC_ASS,0.01,Percentuale (su aventi diritto),0
NAZIONALI,1953,P.RADICAL SOCIALISTA,25,VOTI_OTTENUTI,3283.0,Voti ottenuti,0
NAZIONALI,1953,P.RADICAL SOCIALISTA,25,PERC_ASS,0.01,Percentuale (su aventi diritto),0
NAZIONALI,1953,P.RADICAL SOCIALISTA,25,PERC_VAL,0.01,Percentuale (su voti validi),0
NAZIONALI,1953,P.NAZIONALI FEDERATI,26,PERC_VAL,0.01,Percentuale (su voti validi),0
NAZIONALI,1953,P.NAZIONALI FEDERATI,26,VOTI_OTTENUTI,2895.0,Voti ottenuti,0
NAZIONALI,1953,P.NAZIONALI FEDERATI,26,PERC_ASS,0.01,Percentuale (su aventi diritto),0
NAZIONALI,1953,MOV.SOC.CRISTIANO,27,PERC_ASS,0.01,Percentuale (su aventi diritto),0
NAZIONALI,1953,MOV.SOC.CRISTIANO,27,PERC_VAL,0.01,Percentuale (su voti validi),0
NAZIONALI,1953,MOV.SOC.CRISTIANO,27,VOTI_OTTENUTI,2799.0,Voti ottenuti,0
NAZIONALI,1953,M.FEMMINILE IT.,28,PERC_ASS,0.01,Percentuale (su aventi diritto),0
NAZIONALI,1953,M.FEMMINILE IT.,28,VOTI_OTTENUTI,1752.0,Voti ottenuti,0
NAZIONALI,1953,M.FEMMINILE IT.,28,PERC_VAL,0.01,Percentuale (su voti validi),0
NAZIONALI,1953,PPTT,29,VOTI_OTTENUTI,1714.0,Voti ottenuti,0
NAZIONALI,1953,PPTT,29,PERC_VAL,0.01,Percentuale (su voti validi),0
NAZIONALI,1953,PPTT,29,PERC_ASS,0.01,Percentuale (su aventi diritto),0
NAZIONALI,1953,P.CRIST.MILITANTE,30,PERC_VAL,0.01,Percentuale (su voti validi),0
NAZIONALI,1953,P.CRIST.MILITANTE,30,PERC_ASS,0.0,Percentuale (su aventi diritto),0
NAZIONALI,1953,P.CRIST.MILITANTE,30,VOTI_OTTENUTI,1473.0,Voti ottenuti,0
NAZIONALI,1953,MOV.NAZIONALE IT.,31,PERC_ASS,0.0,Percentuale (su aventi diritto),0
NAZIONALI,1953,MOV.NAZIONALE IT.,31,PERC_VAL,0.0,Percentuale (su voti validi),0
NAZIONALI,1953,MOV.NAZIONALE IT.,31,VOTI_OTTENUTI,1257.0,Voti ottenuti,0
NAZIONALI,1953,P.UN.SOCIALE IT.,32,VOTI_OTTENUTI,1101.0,Voti ottenuti,0
NAZIONALI,1953,P.UN.SOCIALE IT.,32,PERC_VAL,0.0,Percentuale (su voti validi),0
NAZIONALI,1953,P.UN.SOCIALE IT.,32,PERC_ASS,0.0,Percentuale (su aventi diritto),0
NAZIONALI,1953,P.VOLONTA'NAZIONALE,33,VOTI_OTTENUTI,1010.0,Voti ottenuti,0
NAZIONALI,1953,P.VOLONTA'NAZIONALE,33,PERC_VAL,0.0,Percentuale (su voti validi),0
NAZIONALI,1953,P.VOLONTA'NAZIONALE,33,PERC_ASS,0.0,Percentuale (su aventi diritto),0
NAZIONALI,1953,P.FEDERALISTA IT.,34,VOTI_OTTENUTI,866.0,Voti ottenuti,0
NAZIONALI,1953,P.FEDERALISTA IT.,34,PERC_ASS,0.0,Percentuale (su aventi diritto),0
NAZIONALI,1953,P.FEDERALISTA IT.,34,PERC_VAL,0.0,Percentuale (su voti validi),0
NAZIONALI,1953,M.GARIB.PART.D'ITALIA,35,VOTI_OTTENUTI,762.0,Voti ottenuti,0
NAZIONALI,1953,M.GARIB.PART.D'ITALIA,35,PERC_ASS,0.0,Percentuale (su aventi diritto),0
NAZIONALI,1953,M.GARIB.PART.D'ITALIA,35,PERC_VAL,0.0,Percentuale (su voti validi),0
NAZIONALI,1953,P.ESISTENZIALISTA UN,36,VOTI_OTTENUTI,716.0,Voti ottenuti,0
NAZIONALI,1953,P.ESISTENZIALISTA UN,36,PERC_ASS,0.0,Percentuale (su aventi diritto),0
NAZIONALI,1953,P.ESISTENZIALISTA UN,36,PERC_VAL,0.0,Percentuale (su voti validi),0
NAZIONALI,1953,P.UNIONE NAZIONALE,37,PERC_ASS,0.0,Percentuale (su aventi diritto),0
NAZIONALI,1953,P.UNIONE NAZIONALE,37,VOTI_OTTENUTI,563.0,Voti ottenuti,0
NAZIONALI,1953,P.UNIONE NAZIONALE,37,PERC_VAL,0.0,Percentuale (su voti validi),0
NAZIONALI,1953,IND,38,PERC_VAL,0.0,Percentuale (su voti validi),0
NAZIONALI,1953,IND,38,VOTI_OTTENUTI,530.0,Voti ottenuti,0
NAZIONALI,1953,IND,38,PERC_ASS,0.0,Percentuale (su aventi diritto),0
NAZIONALI,1958,ELETTORI,1,VOTI_OTTENUTI,32434852.0,Voti ottenuti,1
NAZIONALI,1958,ELETTORI,1,PERC_ASS,100.0,Percentuale (su aventi diritto),1
NAZIONALI,1958,ELETTORI,1,PERC_VAL,,Percentuale (su voti validi),1
NAZIONALI,1958,VOTANTI,2,VOTI_OTTENUTI,30434681.0,Voti ottenuti,1
NAZIONALI,1958,VOTANTI,2,PERC_ASS,93.83,Percentuale (su aventi diritto),1
NAZIONALI,1958,VOTANTI,2,PERC_VAL,,Percentuale (su voti validi),1
NAZIONALI,1958,DC,3,VOTI_OTTENUTI,12520207.0,Voti ottenuti,0
NAZIONALI,1958,DC,3,PERC_ASS,38.6,Percentuale (su aventi diritto),0
NAZIONALI,1958,DC,3,PERC_VAL,42.35,Percentuale (su voti validi),0
NAZIONALI,1958,PCI,4,VOTI_OTTENUTI,6704454.0,Voti ottenuti,0
NAZIONALI,1958,PCI,4,PERC_ASS,20.67,Percentuale (su aventi diritto),0
NAZIONALI,1958,PCI,4,PERC_VAL,22.68,Percentuale (su voti validi),0
NAZIONALI,1958,PSI,5,PERC_ASS,12.97,Percentuale (su aventi diritto),0
NAZIONALI,1958,PSI,5,PERC_VAL,14.23,Percentuale (su voti validi),0
NAZIONALI,1958,PSI,5,VOTI_OTTENUTI,4206726.0,Voti ottenuti,0
NAZIONALI,1958,ASTENUTI,6,PERC_VAL,,Percentuale (su voti validi),1
NAZIONALI,1958,ASTENUTI,6,VOTI_OTTENUTI,2000171.0,Voti ottenuti,1
NAZIONALI,1958,ASTENUTI,6,PERC_ASS,6.17,Percentuale (su aventi diritto),1
NAZIONALI,1958,MSI,7,PERC_VAL,4.76,Percentuale (su voti validi),0
NAZIONALI,1958,MSI,7,VOTI_OTTENUTI,1407718.0,Voti ottenuti,0
NAZIONALI,1958,MSI,7,PERC_ASS,4.34,Percentuale (su aventi diritto),0
NAZIONALI,1958,PSDI,8,PERC_VAL,4.55,Percentuale (su voti validi),0
NAZIONALI,1958,PSDI,8,VOTI_OTTENUTI,1345447.0,Voti ottenuti,0
NAZIONALI,1958,PSDI,8,PERC_ASS,4.15,Percentuale (su aventi diritto),0
NAZIONALI,1958,PLI,9,PERC_VAL,3.54,Percentuale (su voti validi),0
NAZIONALI,1958,PLI,9,PERC_ASS,3.23,Percentuale (su aventi diritto),0
NAZIONALI,1958,PLI,9,VOTI_OTTENUTI,1047081.0,Voti ottenuti,0
